Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
6006,US,USD,20,Weekend,Visa,Credit,1,0,22,6,0
9157,US,AUD,12,Weekend,Visa,Debit,0,1,41,1,0
9188,CA,USD,13,Weekend,Visa,Credit,0,0,32,9,0
7227,CA,USD,21,Weekday,MasterCard,Debit,1,0,45,0,0
9380,UK,AUD,15,Weekday,Amex,Debit,1,0,51,2,0
5891,US,CAD,3,Weekday,Amex,Debit,0,0,30,6,0
4312,Other,CAD,16,Weekend,Amex,Credit,0,0,61,2,0
7737,UK,USD,9,Weekday,MasterCard,Credit,0,0,49,1,0
8849,AU,AUD,6,Weekend,Discover,Credit,1,0,39,0,0
2983,US,USD,12,Weekend,Discover,Credit,1,1,46,2,1
9306,CA,AUD,12,Weekend,Visa,Credit,1,0,20,6,0
6084,US,AUD,21,Weekday,Visa,Debit,0,0,22,2,0
557,US,GBP,13,Weekend,MasterCard,Credit,1,1,67,4,0
3020,US,CAD,5,Weekend,MasterCard,Credit,1,0,28,10,0
2581,US,CAD,15,Weekend,Discover,Credit,0,0,65,5,0
8147,AU,GBP,8,Weekday,Amex,Debit,1,1,58,11,1
8244,CA,GBP,19,Weekday,Amex,Credit,0,0,70,4,0
9554,US,GBP,15,Weekend,MasterCard,Credit,1,0,70,0,0
9387,AU,USD,20,Weekend,MasterCard,Credit,1,0,43,4,0
4020,UK,USD,20,Weekend,MasterCard,Credit,0,0,26,2,0
3139,US,USD,11,Weekday,Visa,Debit,1,0,61,7,0
9841,AU,USD,15,Weekend,Amex,Debit,1,0,28,4,0
672,Other,USD,4,Weekend,MasterCard,Credit,1,1,18,7,1
778,UK,CAD,23,Weekday,MasterCard,Debit,0,0,55,8,0
4928,CA,CAD,10,Weekday,Visa,Debit,1,0,62,1,0
3023,US,AUD,0,Weekday,MasterCard,Debit,1,0,45,3,0
1861,US,CAD,9,Weekday,Amex,Credit,1,0,40,9,0
3140,AU,GBP,10,Weekday,Visa,Debit,0,0,48,0,0
1075,CA,CAD,14,Weekday,MasterCard,Credit,1,0,19,9,0
9909,Other,GBP,2,Weekend,Amex,Credit,0,1,35,11,1
9476,UK,CAD,23,Weekday,Amex,Debit,0,0,33,8,0
6764,CA,USD,14,Weekday,Visa,Debit,1,0,59,9,0
1987,US,CAD,10,Weekend,Amex,Debit,1,1,34,11,0
9194,AU,AUD,8,Weekend,Visa,Credit,0,1,65,7,1
6328,Other,USD,1,Weekend,Amex,Debit,1,1,34,12,1
1047,AU,USD,11,Weekday,MasterCard,Credit,1,0,64,1,0
2177,UK,AUD,19,Weekday,Visa,Debit,0,0,52,12,0
2339,CA,CAD,15,Weekday,Amex,Debit,1,0,48,10,0
501,AU,CAD,23,Weekday,Visa,Debit,1,1,52,5,0
2234,AU,AUD,15,Weekday,Amex,Credit,0,0,41,4,0
4609,US,USD,20,Weekend,Visa,Debit,1,0,58,4,0
7235,AU,AUD,0,Weekend,MasterCard,Credit,1,1,54,2,1
7973,Other,GBP,15,Weekday,Visa,Debit,1,0,66,0,0
6611,CA,GBP,5,Weekday,Visa,Credit,1,0,47,10,0
601,UK,CAD,13,Weekend,MasterCard,Debit,1,0,35,5,0
4285,AU,USD,10,Weekday,Amex,Debit,1,0,44,5,0
9181,Other,GBP,0,Weekend,Discover,Debit,0,0,33,4,0
4484,UK,AUD,19,Weekend,MasterCard,Debit,1,0,37,8,0
5902,Other,CAD,16,Weekend,Visa,Debit,0,0,58,9,0
6130,AU,CAD,22,Weekend,MasterCard,Debit,1,0,64,11,0
1755,AU,USD,18,Weekend,MasterCard,Credit,0,1,45,8,0
2465,CA,GBP,1,Weekend,Visa,Debit,1,1,38,12,0
4483,US,CAD,13,Weekend,Visa,Debit,1,0,58,9,0
9687,Other,AUD,7,Weekend,Discover,Credit,0,0,62,0,0
9045,US,GBP,22,Weekday,MasterCard,Credit,1,0,50,6,0
7401,US,CAD,21,Weekend,Visa,Debit,1,0,65,11,0
6807,UK,CAD,5,Weekend,Amex,Credit,0,0,26,5,0
8644,UK,GBP,8,Weekend,Amex,Credit,1,0,41,12,0
7397,Other,GBP,4,Weekend,Amex,Debit,1,0,30,2,0
7339,US,USD,4,Weekend,Amex,Credit,1,0,47,3,0
9951,CA,AUD,17,Weekday,MasterCard,Debit,1,0,63,3,0
5242,US,USD,21,Weekend,MasterCard,Credit,0,0,60,3,0
7395,UK,USD,13,Weekday,Discover,Credit,1,0,50,6,0
6438,US,AUD,11,Weekend,MasterCard,Credit,0,1,63,3,0
4696,AU,AUD,11,Weekend,Visa,Debit,1,0,70,9,0
2589,AU,USD,21,Weekday,Discover,Debit,0,0,41,5,0
1783,CA,GBP,5,Weekday,MasterCard,Debit,1,0,37,0,0
5948,Other,AUD,3,Weekend,MasterCard,Debit,1,0,67,7,0
6595,US,USD,14,Weekend,Visa,Debit,0,0,18,11,0
3521,AU,GBP,22,Weekday,Visa,Debit,0,0,40,3,0
9972,Other,CAD,14,Weekday,Visa,Credit,1,1,50,12,1
3219,AU,GBP,16,Weekend,Amex,Credit,0,0,34,2,0
3758,Other,USD,2,Weekday,MasterCard,Debit,1,0,19,12,0
4017,Other,AUD,9,Weekday,MasterCard,Credit,0,0,48,8,0
2838,AU,GBP,20,Weekday,MasterCard,Debit,0,0,48,1,0
6001,UK,GBP,21,Weekday,Discover,Debit,1,0,33,7,0
7035,Other,GBP,7,Weekday,Discover,Credit,1,0,54,10,0
7310,US,AUD,8,Weekend,Discover,Credit,1,1,54,5,1
4240,AU,AUD,23,Weekend,Discover,Debit,1,0,24,12,0
4429,UK,GBP,2,Weekend,Discover,Debit,0,0,70,12,0
9612,AU,GBP,0,Weekend,Visa,Credit,0,0,53,5,0
4151,CA,USD,10,Weekend,Discover,Credit,0,0,18,9,0
9523,US,AUD,12,Weekend,MasterCard,Credit,1,1,47,5,1
1447,CA,GBP,11,Weekday,Amex,Debit,1,0,35,1,0
9633,Other,AUD,20,Weekday,MasterCard,Debit,0,1,59,10,1
6469,Other,AUD,6,Weekday,MasterCard,Debit,1,1,56,11,1
5791,CA,AUD,1,Weekend,Visa,Debit,1,0,43,6,0
4176,CA,USD,0,Weekday,Amex,Debit,0,1,28,7,0
5081,Other,CAD,19,Weekday,MasterCard,Credit,0,0,18,7,0
865,UK,AUD,2,Weekday,Visa,Debit,0,0,55,9,0
6861,US,AUD,3,Weekday,Amex,Debit,1,0,22,12,0
8664,AU,GBP,16,Weekday,Amex,Debit,0,0,39,6,0
6218,CA,AUD,17,Weekend,Visa,Credit,1,0,30,6,0
5673,US,CAD,16,Weekend,Discover,Debit,1,0,34,4,0
1503,AU,AUD,18,Weekday,Visa,Credit,1,0,67,3,0
4685,AU,USD,3,Weekday,Visa,Debit,0,0,24,3,0
1411,CA,GBP,16,Weekend,Discover,Debit,0,0,55,1,0
3771,UK,CAD,21,Weekend,Visa,Credit,1,0,24,3,0
4660,UK,USD,1,Weekday,Visa,Credit,0,0,29,6,0
4002,US,CAD,9,Weekday,Visa,Debit,1,0,55,12,0
3484,US,GBP,11,Weekend,MasterCard,Credit,1,0,40,1,0
4563,Other,AUD,12,Weekend,Visa,Credit,1,0,65,10,0
599,UK,GBP,10,Weekday,Visa,Credit,0,0,25,6,0
9184,US,GBP,20,Weekday,Amex,Debit,1,0,32,8,0
3042,Other,AUD,7,Weekend,Amex,Debit,0,1,47,9,1
8161,AU,USD,19,Weekday,Amex,Debit,1,0,26,2,0
6392,US,CAD,4,Weekend,Visa,Debit,1,0,62,7,0
7288,Other,USD,1,Weekday,Discover,Credit,1,0,38,4,0
67,UK,AUD,11,Weekday,Visa,Debit,0,0,61,9,0
8124,AU,CAD,1,Weekend,MasterCard,Credit,1,0,31,9,0
2751,US,AUD,5,Weekday,MasterCard,Debit,0,0,25,9,0
8662,UK,USD,21,Weekday,MasterCard,Debit,1,0,64,3,0
9917,AU,GBP,18,Weekend,MasterCard,Credit,1,0,53,11,0
6807,CA,CAD,11,Weekend,Visa,Debit,0,0,26,12,0
6430,UK,AUD,12,Weekend,Amex,Debit,1,1,43,10,1
8124,CA,CAD,16,Weekday,Visa,Debit,1,0,37,7,0
1632,US,CAD,11,Weekend,Visa,Credit,0,0,55,9,0
6453,Other,USD,2,Weekend,Visa,Debit,0,0,23,0,0
775,US,GBP,23,Weekend,Visa,Credit,1,0,51,6,0
6108,UK,CAD,7,Weekend,Discover,Credit,0,0,40,8,0
7805,CA,USD,15,Weekday,Amex,Debit,1,0,56,6,0
9679,CA,CAD,3,Weekend,Amex,Debit,1,1,50,8,1
4020,AU,GBP,23,Weekday,MasterCard,Debit,0,1,38,6,0
930,US,CAD,12,Weekday,Visa,Debit,0,0,58,11,0
3013,US,GBP,7,Weekend,MasterCard,Credit,1,0,43,12,0
5025,UK,USD,0,Weekend,Amex,Credit,1,0,22,1,0
6265,CA,USD,2,Weekend,Amex,Debit,1,0,26,4,0
7974,UK,GBP,0,Weekday,MasterCard,Debit,1,0,62,3,0
9698,UK,GBP,14,Weekend,Amex,Debit,1,1,50,9,1
4730,CA,USD,17,Weekend,Amex,Credit,1,0,42,7,0
7962,UK,GBP,19,Weekend,Discover,Debit,1,1,69,9,1
2820,CA,GBP,2,Weekday,Visa,Debit,1,1,64,12,0
6656,UK,AUD,14,Weekend,Visa,Debit,1,0,34,8,0
1185,Other,CAD,21,Weekday,Amex,Credit,0,1,57,8,1
8481,UK,USD,4,Weekday,Amex,Credit,1,0,64,2,0
6344,UK,USD,20,Weekday,Discover,Debit,1,0,36,2,0
528,Other,AUD,9,Weekend,MasterCard,Credit,1,0,28,4,0
917,US,GBP,6,Weekend,Discover,Debit,0,0,25,1,0
9901,CA,GBP,22,Weekday,Discover,Debit,1,0,23,11,0
3575,AU,GBP,7,Weekend,MasterCard,Credit,0,1,23,3,0
3320,Other,USD,2,Weekday,Amex,Debit,1,0,25,2,0
1407,US,AUD,17,Weekend,Visa,Credit,0,0,41,10,0
1242,UK,CAD,16,Weekend,Discover,Credit,1,0,36,11,0
5207,US,AUD,15,Weekend,Discover,Debit,1,0,69,5,0
7250,Other,USD,21,Weekday,Visa,Debit,0,0,58,0,0
3134,UK,CAD,12,Weekend,Discover,Debit,0,0,44,4,0
799,US,GBP,3,Weekday,MasterCard,Debit,0,0,37,10,0
1524,AU,AUD,2,Weekend,Visa,Debit,1,0,41,10,0
7210,CA,AUD,10,Weekend,Visa,Credit,0,0,55,3,0
4929,CA,USD,1,Weekend,MasterCard,Credit,0,0,22,0,0
2889,Other,AUD,17,Weekend,MasterCard,Credit,1,0,33,3,0
2691,UK,CAD,3,Weekday,Visa,Credit,0,0,56,6,0
4092,UK,AUD,16,Weekday,MasterCard,Credit,1,0,50,2,0
7283,CA,USD,5,Weekend,Discover,Debit,0,1,27,11,0
9434,US,AUD,9,Weekday,Amex,Credit,0,0,68,4,0
6250,UK,CAD,10,Weekday,Discover,Debit,1,0,22,7,0
691,AU,CAD,4,Weekday,MasterCard,Debit,1,0,69,10,0
8720,AU,USD,17,Weekend,Discover,Credit,0,0,36,2,0
1496,UK,GBP,9,Weekend,Amex,Credit,0,0,68,2,0
893,UK,USD,8,Weekend,Amex,Credit,0,0,58,10,0
8579,CA,GBP,15,Weekend,Amex,Debit,1,0,38,7,0
9442,Other,CAD,9,Weekday,MasterCard,Debit,0,0,20,2,0
5874,CA,AUD,9,Weekday,MasterCard,Debit,0,0,70,1,0
4504,Other,AUD,3,Weekend,MasterCard,Credit,1,0,45,1,0
898,AU,CAD,20,Weekend,Amex,Debit,0,0,58,11,0
711,Other,USD,23,Weekend,MasterCard,Debit,1,0,36,7,0
3696,CA,AUD,13,Weekday,Visa,Credit,1,0,33,5,0
2687,UK,USD,7,Weekend,Discover,Debit,0,1,70,9,0
7189,Other,AUD,0,Weekend,Discover,Debit,1,0,19,2,0
5779,CA,GBP,15,Weekend,Visa,Credit,1,0,25,10,0
7769,AU,AUD,16,Weekday,MasterCard,Debit,0,0,63,10,0
5014,Other,GBP,9,Weekend,Discover,Credit,0,0,55,9,0
4513,AU,AUD,5,Weekday,Amex,Credit,1,0,29,9,0
416,AU,AUD,6,Weekend,Discover,Debit,1,0,41,0,0
9664,US,AUD,17,Weekend,Discover,Debit,1,0,18,10,0
4181,Other,AUD,1,Weekend,Discover,Credit,1,0,35,5,0
4263,CA,AUD,20,Weekday,MasterCard,Debit,1,0,40,8,0
2516,Other,USD,8,Weekend,Visa,Debit,0,0,56,5,0
9288,Other,GBP,4,Weekday,Discover,Credit,1,0,44,0,0
9002,AU,GBP,7,Weekend,Amex,Credit,0,0,61,5,0
5641,AU,AUD,23,Weekday,Discover,Credit,1,0,61,8,0
6617,AU,USD,4,Weekend,MasterCard,Credit,0,0,23,5,0
993,AU,USD,23,Weekend,MasterCard,Credit,1,0,45,2,0
9474,CA,CAD,14,Weekday,Amex,Credit,1,1,40,1,1
4371,UK,CAD,7,Weekday,Discover,Debit,1,0,69,10,0
1774,US,USD,4,Weekend,Discover,Debit,1,0,51,7,0
3562,AU,CAD,4,Weekend,Amex,Credit,1,0,42,1,0
3817,AU,GBP,19,Weekend,Visa,Credit,0,1,28,6,0
6634,US,USD,16,Weekday,MasterCard,Credit,1,0,65,2,0
1757,AU,CAD,8,Weekend,Visa,Credit,0,0,18,12,0
2374,UK,USD,1,Weekday,Visa,Credit,0,0,55,4,0
2577,Other,CAD,0,Weekday,Discover,Debit,0,1,27,10,0
9084,US,USD,21,Weekday,Amex,Credit,1,0,26,2,0
4185,CA,AUD,20,Weekend,MasterCard,Debit,1,0,43,2,0
8900,US,GBP,10,Weekend,Visa,Credit,1,0,27,12,0
2398,UK,CAD,14,Weekend,Visa,Debit,1,0,35,6,0
5970,CA,AUD,0,Weekend,Discover,Debit,1,0,67,6,0
4536,Other,USD,6,Weekday,Discover,Credit,1,0,26,6,0
6884,AU,AUD,22,Weekend,Discover,Credit,0,0,62,10,0
8128,US,GBP,18,Weekday,Amex,Credit,0,0,43,11,0
9169,CA,CAD,23,Weekday,MasterCard,Debit,1,0,59,11,0
735,US,CAD,14,Weekday,MasterCard,Credit,0,0,26,3,0
633,Other,USD,5,Weekend,Discover,Credit,1,1,53,10,1
4269,US,GBP,19,Weekend,Visa,Debit,0,0,32,7,0
4100,CA,AUD,9,Weekend,Discover,Debit,1,0,41,8,0
2902,UK,USD,11,Weekday,Discover,Credit,1,0,57,0,0
1664,CA,CAD,12,Weekday,Amex,Credit,1,0,19,6,0
5592,US,AUD,14,Weekend,Discover,Credit,0,0,21,7,0
3873,Other,USD,18,Weekday,MasterCard,Credit,1,0,55,1,0
1055,AU,AUD,16,Weekday,Discover,Credit,0,1,48,5,0
8573,AU,AUD,12,Weekday,MasterCard,Credit,0,0,37,11,0
3083,Other,USD,1,Weekend,Visa,Credit,1,1,56,4,1
8008,US,AUD,17,Weekend,MasterCard,Debit,0,0,62,3,0
9785,Other,AUD,10,Weekend,MasterCard,Debit,0,0,43,3,0
4262,US,GBP,4,Weekday,Discover,Debit,0,1,22,9,0
2390,CA,GBP,3,Weekend,MasterCard,Debit,1,0,21,5,0
3554,UK,CAD,1,Weekend,MasterCard,Credit,1,0,39,11,0
5139,US,GBP,15,Weekday,Visa,Credit,1,0,23,0,0
9400,AU,USD,6,Weekday,MasterCard,Debit,0,1,54,12,0
545,AU,AUD,7,Weekend,MasterCard,Debit,0,0,48,0,0
3664,UK,CAD,7,Weekend,Discover,Credit,1,0,22,3,0
2240,US,GBP,1,Weekend,Amex,Credit,1,0,24,2,0
3774,UK,AUD,14,Weekday,Discover,Debit,0,0,22,4,0
2628,CA,USD,4,Weekend,Visa,Debit,1,0,21,12,0
6619,UK,AUD,18,Weekday,Discover,Debit,1,0,44,9,0
6781,CA,USD,9,Weekend,MasterCard,Debit,0,1,26,9,0
8016,AU,AUD,8,Weekend,Amex,Credit,0,0,54,12,0
3131,CA,CAD,21,Weekday,Discover,Credit,1,0,19,4,0
97,US,CAD,19,Weekend,Discover,Credit,1,1,66,0,1
3859,US,GBP,7,Weekday,Visa,Debit,0,1,36,11,0
2709,US,GBP,4,Weekend,MasterCard,Credit,0,1,56,4,0
5398,US,AUD,18,Weekend,Discover,Debit,1,0,34,5,0
6153,Other,AUD,12,Weekend,Discover,Credit,1,0,34,10,0
457,CA,GBP,13,Weekend,Amex,Debit,1,0,65,3,0
5915,US,GBP,7,Weekend,Visa,Debit,1,0,57,12,0
4369,UK,AUD,15,Weekday,MasterCard,Credit,0,0,68,9,0
4089,UK,AUD,21,Weekend,Discover,Credit,1,1,67,1,1
9224,Other,AUD,4,Weekend,Amex,Credit,1,1,41,9,1
8400,CA,CAD,0,Weekday,Discover,Debit,1,0,30,10,0
1938,CA,USD,18,Weekend,Discover,Debit,1,0,45,8,0
1147,CA,USD,22,Weekday,Visa,Debit,1,0,63,11,0
5153,Other,GBP,18,Weekend,Amex,Credit,1,0,67,8,1
4300,CA,CAD,16,Weekend,Amex,Debit,1,0,62,8,0
8119,CA,AUD,23,Weekday,MasterCard,Credit,1,0,59,8,0
8635,US,AUD,22,Weekday,Discover,Debit,0,0,31,9,0
7760,CA,GBP,20,Weekend,Amex,Credit,1,0,40,6,0
7954,US,GBP,9,Weekday,Discover,Debit,1,0,40,11,0
4785,US,CAD,4,Weekend,Discover,Credit,1,0,27,1,0
9025,CA,USD,21,Weekday,MasterCard,Credit,1,1,55,6,1
1462,UK,USD,6,Weekday,MasterCard,Debit,0,0,66,0,0
1160,AU,AUD,15,Weekday,Amex,Debit,1,0,34,5,0
387,UK,GBP,2,Weekday,Discover,Debit,0,0,44,5,0
7193,CA,CAD,11,Weekday,Amex,Debit,0,1,28,4,0
9911,CA,AUD,13,Weekend,Discover,Credit,0,0,36,6,0
4776,UK,USD,19,Weekend,Amex,Debit,0,0,62,2,0
3410,CA,USD,0,Weekday,Amex,Credit,1,0,61,6,0
690,US,CAD,6,Weekend,Discover,Debit,1,0,61,5,0
7029,Other,AUD,17,Weekday,Visa,Debit,0,0,44,2,0
7263,CA,CAD,22,Weekend,MasterCard,Credit,1,1,53,5,1
5665,CA,AUD,21,Weekday,Discover,Debit,0,0,33,0,0
6767,UK,USD,3,Weekday,Amex,Debit,1,0,40,1,0
9362,US,GBP,15,Weekend,Visa,Debit,1,0,50,11,0
953,UK,GBP,10,Weekday,Amex,Debit,1,0,69,9,0
6143,UK,USD,17,Weekend,Visa,Debit,0,0,39,3,0
5968,CA,GBP,22,Weekday,Discover,Debit,1,1,31,12,0
7206,US,GBP,15,Weekday,MasterCard,Credit,1,0,30,11,0
2485,CA,AUD,6,Weekday,Amex,Credit,0,0,39,11,0
1855,CA,CAD,20,Weekend,Visa,Debit,0,0,24,4,0
3232,CA,AUD,2,Weekday,Visa,Credit,1,0,55,2,0
2598,CA,CAD,4,Weekend,MasterCard,Debit,1,0,18,11,0
7830,Other,CAD,17,Weekend,Amex,Debit,1,0,68,12,1
8187,AU,GBP,16,Weekend,Discover,Debit,0,0,50,3,0
3984,US,CAD,0,Weekend,Discover,Credit,1,0,39,1,0
6964,Other,CAD,15,Weekday,Amex,Credit,0,0,40,7,0
6685,AU,USD,14,Weekday,MasterCard,Debit,0,0,32,4,0
657,AU,CAD,12,Weekday,MasterCard,Debit,0,0,61,0,0
7744,AU,USD,6,Weekday,MasterCard,Debit,1,0,32,3,0
6840,Other,AUD,2,Weekend,Visa,Credit,0,0,48,11,0
9989,US,GBP,23,Weekend,Visa,Credit,0,0,45,9,0
6313,UK,CAD,22,Weekend,MasterCard,Debit,1,1,20,1,1
7939,AU,USD,12,Weekday,Amex,Debit,0,0,59,8,0
9955,UK,AUD,15,Weekend,Discover,Debit,1,0,42,4,0
6177,UK,AUD,22,Weekend,Visa,Debit,0,0,50,5,0
3286,CA,AUD,0,Weekday,MasterCard,Credit,0,1,50,8,0
9778,UK,USD,0,Weekday,Visa,Credit,1,0,40,8,0
5560,CA,USD,15,Weekday,Visa,Credit,1,0,45,2,0
3564,US,GBP,1,Weekday,MasterCard,Credit,1,0,70,8,0
4585,US,CAD,17,Weekday,Amex,Debit,1,0,33,3,0
4818,CA,AUD,20,Weekday,Discover,Credit,1,0,54,0,0
5042,US,GBP,22,Weekday,Amex,Debit,1,0,22,7,0
6183,AU,USD,17,Weekend,Visa,Credit,1,1,60,1,1
8027,US,GBP,4,Weekend,Amex,Credit,1,0,28,9,0
3245,CA,AUD,4,Weekend,Amex,Credit,1,0,29,3,0
1041,AU,AUD,7,Weekday,Discover,Debit,0,1,38,2,0
2274,UK,GBP,8,Weekday,MasterCard,Credit,1,0,35,8,0
3630,UK,AUD,23,Weekend,MasterCard,Credit,0,0,31,4,0
2115,UK,USD,13,Weekday,MasterCard,Credit,1,0,50,1,0
7365,CA,AUD,12,Weekend,Amex,Credit,0,1,38,3,1
1678,UK,CAD,17,Weekday,Amex,Credit,1,1,43,4,1
3095,US,CAD,3,Weekend,Discover,Credit,0,0,42,5,0
9191,UK,AUD,17,Weekend,MasterCard,Debit,1,0,57,7,0
5874,Other,GBP,21,Weekday,Discover,Debit,0,1,42,8,0
2285,Other,AUD,19,Weekday,Discover,Debit,1,1,52,8,1
5053,UK,CAD,14,Weekday,Amex,Debit,1,0,67,0,0
7063,UK,USD,6,Weekday,MasterCard,Credit,1,1,70,12,1
1590,Other,CAD,12,Weekend,Visa,Debit,0,0,37,0,0
9354,UK,AUD,1,Weekend,Visa,Debit,1,0,19,2,0
2521,AU,AUD,8,Weekend,Amex,Debit,0,0,58,7,0
4649,Other,GBP,4,Weekend,Amex,Credit,1,0,68,4,0
5730,CA,AUD,0,Weekend,Amex,Credit,1,0,29,9,0
695,Other,AUD,18,Weekend,Amex,Credit,0,1,49,5,1
7808,US,USD,19,Weekday,Visa,Debit,1,0,60,10,0
3684,AU,USD,18,Weekend,MasterCard,Debit,1,0,50,7,0
6705,CA,USD,21,Weekday,Discover,Credit,1,0,65,3,0
7369,UK,GBP,12,Weekend,Visa,Credit,1,0,48,8,0
1972,US,GBP,5,Weekday,MasterCard,Debit,0,0,50,11,0
9696,US,CAD,9,Weekday,Amex,Debit,0,0,37,9,0
8056,AU,GBP,10,Weekend,Discover,Credit,1,0,58,3,0
4219,CA,USD,22,Weekday,MasterCard,Credit,1,0,54,9,0
1869,US,GBP,15,Weekend,MasterCard,Debit,1,0,54,11,0
1672,CA,AUD,22,Weekday,Discover,Credit,0,0,57,9,0
9275,CA,GBP,0,Weekend,MasterCard,Credit,1,1,31,12,1
1729,US,AUD,18,Weekday,MasterCard,Credit,1,1,53,4,0
7633,CA,CAD,4,Weekend,Discover,Credit,0,1,29,5,0
6404,AU,AUD,5,Weekend,Discover,Credit,1,0,43,5,0
6093,US,USD,5,Weekend,Visa,Debit,0,0,51,11,0
2143,AU,CAD,4,Weekday,Amex,Debit,0,0,23,10,0
9341,AU,CAD,5,Weekend,Amex,Credit,1,0,63,7,0
6185,CA,CAD,12,Weekend,MasterCard,Debit,1,0,30,10,0
6011,CA,USD,0,Weekend,Amex,Debit,0,0,39,12,0
254,US,AUD,0,Weekend,Visa,Credit,0,0,52,8,0
4103,UK,CAD,13,Weekday,MasterCard,Credit,1,0,36,0,0
3543,US,USD,7,Weekday,Amex,Debit,0,0,54,2,0
2776,AU,CAD,8,Weekday,Amex,Debit,1,0,40,6,0
7679,CA,CAD,22,Weekend,MasterCard,Debit,1,0,67,11,0
6213,AU,USD,9,Weekday,Discover,Credit,0,0,49,2,0
4638,Other,GBP,5,Weekday,Visa,Credit,1,0,61,4,0
6035,Other,CAD,8,Weekday,MasterCard,Debit,1,1,28,3,1
8458,AU,GBP,17,Weekday,MasterCard,Credit,1,1,21,4,1
6477,UK,CAD,14,Weekday,Amex,Debit,0,1,29,2,0
3149,UK,GBP,3,Weekday,Discover,Credit,0,0,68,2,0
3360,US,AUD,1,Weekend,Amex,Credit,1,0,56,12,0
1005,US,GBP,5,Weekend,MasterCard,Credit,1,0,47,11,0
4718,US,GBP,16,Weekday,MasterCard,Debit,1,0,27,11,0
3272,CA,GBP,6,Weekend,Amex,Credit,0,0,68,9,0
210,UK,GBP,22,Weekend,Discover,Credit,0,1,41,12,0
9080,AU,AUD,22,Weekend,MasterCard,Credit,1,0,40,7,0
5540,Other,USD,19,Weekend,Visa,Credit,1,0,18,2,0
154,UK,GBP,14,Weekend,Discover,Credit,1,0,65,12,0
3594,UK,USD,23,Weekday,MasterCard,Debit,0,0,21,7,0
8607,UK,CAD,20,Weekday,Discover,Credit,0,1,45,4,0
1285,US,USD,1,Weekend,Discover,Credit,1,0,61,0,0
3149,CA,GBP,20,Weekday,Visa,Debit,1,1,62,1,0
769,AU,USD,11,Weekday,MasterCard,Credit,1,0,70,11,0
9175,US,AUD,9,Weekday,Discover,Credit,1,1,20,6,1
5608,CA,AUD,16,Weekday,MasterCard,Credit,1,0,65,0,0
3203,UK,GBP,17,Weekday,MasterCard,Credit,1,0,19,1,0
2788,CA,USD,15,Weekday,Discover,Debit,0,1,58,0,0
2211,US,CAD,9,Weekday,Amex,Credit,1,1,23,9,1
9231,UK,AUD,7,Weekend,Discover,Credit,1,0,59,6,0
7400,US,GBP,20,Weekend,Amex,Credit,1,0,34,1,0
6339,AU,AUD,21,Weekend,Amex,Credit,1,0,54,12,0
8734,UK,GBP,12,Weekday,Amex,Debit,1,0,61,9,0
359,CA,USD,15,Weekend,Amex,Credit,1,0,40,2,0
850,US,USD,7,Weekday,Discover,Credit,1,0,57,10,0
7499,Other,USD,11,Weekend,Amex,Debit,1,0,38,10,1
4523,CA,USD,16,Weekend,MasterCard,Credit,0,0,61,10,0
2545,CA,USD,15,Weekday,Discover,Debit,1,1,48,6,0
1832,UK,GBP,8,Weekend,Visa,Credit,0,0,29,0,0
1473,CA,AUD,18,Weekday,Amex,Debit,0,0,46,11,0
9629,US,CAD,16,Weekend,Discover,Debit,0,0,59,3,0
330,Other,AUD,23,Weekend,Amex,Debit,1,0,30,6,0
5852,AU,USD,7,Weekday,MasterCard,Debit,0,0,43,1,0
7033,Other,AUD,11,Weekend,Amex,Credit,1,0,50,3,1
5267,US,AUD,8,Weekend,Discover,Credit,1,1,51,8,1
4355,UK,GBP,5,Weekend,MasterCard,Debit,0,1,37,6,0
6436,US,CAD,9,Weekend,Amex,Debit,0,1,64,2,1
7979,CA,CAD,8,Weekend,Visa,Debit,1,0,27,2,0
4239,UK,USD,3,Weekday,Amex,Credit,0,0,18,10,0
6113,AU,GBP,10,Weekday,Amex,Debit,1,1,69,3,1
4723,AU,GBP,20,Weekday,MasterCard,Credit,0,0,46,3,0
1389,US,GBP,21,Weekday,Amex,Credit,0,0,39,12,0
4186,CA,GBP,5,Weekday,Discover,Debit,0,0,67,12,0
8912,AU,GBP,17,Weekday,Discover,Debit,1,0,18,11,0
3236,Other,CAD,3,Weekend,MasterCard,Credit,1,0,61,7,0
4577,UK,CAD,11,Weekday,Discover,Debit,0,0,25,5,0
1101,Other,AUD,8,Weekday,Visa,Debit,1,0,26,5,0
8865,AU,CAD,14,Weekend,Amex,Credit,0,0,40,7,0
8709,AU,GBP,22,Weekend,MasterCard,Debit,0,1,37,10,0
2533,US,AUD,8,Weekday,Discover,Debit,1,0,51,7,0
7771,US,CAD,5,Weekend,Visa,Credit,1,0,33,7,0
3671,UK,AUD,10,Weekend,Visa,Debit,1,0,39,11,0
782,US,CAD,6,Weekend,MasterCard,Debit,1,0,63,0,0
3524,CA,USD,13,Weekend,MasterCard,Credit,1,1,40,7,0
6132,UK,CAD,15,Weekday,Discover,Debit,0,0,18,4,0
4783,CA,AUD,14,Weekday,Amex,Credit,0,0,31,2,0
9782,US,USD,19,Weekend,Visa,Debit,1,0,69,6,0
